report_id,report_title,raw_variable_name,item_type,definition,measurement_method,unit,data_source_text,data_source_type,availability,temporal_coverage,geographic_coverage,evidence_chunk_id,evidence_quote,page_number,confidence_score,review_status,reason,model,prompt_version,batch_id
b44db9e9-a2bd-49ea-b454-8a092a80bac0,"Department for Science, Innovation & Technology ANNUAL REPORT AND ACCOUNTS 2024–25 HC 1046",trade union facility time,codebook_variable,"Paid time off given to employees who are recognised Trade Union representatives to perform their related duties, measured by number of relevant union officials and their working hours spent on facility time.",Count of relevant union officials and categorization by percentage of working hours spent on facility time.,count and percentage of working hours,D SIT internal HR records,report_table,not_obtainable,annual,UK,b58c8fb4-9ece-4d1d-b00f-f545896da8cd,"Table: Trade union facility time... Number of relevant union officials by working hours spent on facility time: 0%, 1-50%, 51-99%, 100%",91,0.85,pending,"Explicit definition, measurement method, unit, data source, and temporal coverage provided.",gpt-4.1-mini,codebook_extraction_v1,12819b4b-6c04-4b21-bc04-c42e89187253
b44db9e9-a2bd-49ea-b454-8a092a80bac0,"Department for Science, Innovation & Technology ANNUAL REPORT AND ACCOUNTS 2024–25 HC 1046",exit packages - number and cost,codebook_variable,"Number and total cost of exit packages agreed and accounted for in the year, including compulsory redundancies and other departures, by cost band.","Count and sum of exit packages by cost band, reported annually.",count and monetary value (GBP),Civil Service Compensation Scheme records,report_table,not_obtainable,annual,UK,d8ece4ff-fa70-4839-8bd9-917a9ccb6407,"Table: Number and costs of exit packages... Total cost (£) 6,862,405 in 2024-25",98,0.9,pending,"Explicit definition, measurement method, unit, data source, and temporal coverage provided.",gpt-4.1-mini,codebook_extraction_v1,12819b4b-6c04-4b21-bc04-c42e89187253
b44db9e9-a2bd-49ea-b454-8a092a80bac0,"Department for Science, Innovation & Technology ANNUAL REPORT AND ACCOUNTS 2024–25 HC 1046",financial assumptions used to calculate scheme liabilities,codebook_variable,"Assumptions including rate of increase on pensionable salaries, rate of increase on pension payments, discount rate, inflation rate, and expected returns on equities, bonds, and overall fund used in actuarial calculations of pension scheme liabilities.",Actuarial assumptions applied in pension scheme liability calculations.,percentage,UKRI Financial statements,report_table,obtainable,annual,UK,e672b4ea-aabc-49eb-a4bc-9e83ee7cad9c,U K R I Financial assumptions used to calculate scheme liabilities 2024–25 % 2023–24 % Rate of increase on pensionable salaries 3.70 3.75 Rate of increase on pension payments 2.70 2.75 Discount rate 5.65 4.75 Inflation rate 2.70 2.75 Expected return on equities 5.65 4.75 Expected return on bonds 5.65 4.75 Expected return on overall fund 5.65 4.75,216,0.9,pending,"Explicit definition, measurement method, unit, data source, and temporal coverage provided.",gpt-4.1-mini,codebook_extraction_v1,12819b4b-6c04-4b21-bc04-c42e89187253
b44db9e9-a2bd-49ea-b454-8a092a80bac0,"Department for Science, Innovation & Technology ANNUAL REPORT AND ACCOUNTS 2024–25 HC 1046",value of departmental group's investment in Eutelsat Group,codebook_variable,"Value of the core department's holding in Eutelsat Group shares, reflecting share of post-acquisition net loss of the associate, measured at 31 March 2025.","Equity method accounting based on share of net assets and net loss, with valuation in accordance with IFRS.",monetary value (GBP million),Eutelsat Group's consolidated financial statements,public_dataset,obtainable,annual,UK/France,c468352c-79b8-43fc-9d84-dddce8dd6776,"The value of the core department’s holding at 31 March 2025 is £96.6 million, reflecting the core department’s share of post-acquisition net loss of the associate.",201,0.9,pending,"Explicit definition, measurement method, unit, data source, and temporal coverage provided.",gpt-4.1-mini,codebook_extraction_v1,12819b4b-6c04-4b21-bc04-c42e89187253
b44db9e9-a2bd-49ea-b454-8a092a80bac0,"Department for Science, Innovation & Technology ANNUAL REPORT AND ACCOUNTS 2024–25 HC 1046",number of innovation loans with significant increase of credit risk and credit impaired loans,codebook_variable,Number of innovation loans with significant increase of credit risk and number of credit impaired (defaulted) loans at financial year end.,Count of loans classified by Innovate UK Loans Limited's staging transfer criteria.,count,Innovate UK Loans Limited internal credit risk management data,private_database,private,annual,UK,d05ebbde-4bdc-4765-81b0-4f67e83c37ec,At 31 March 2025 there were 40 innovation loans with a significant increase of credit risk and 29 loans that were credit impaired (defaults).,222,0.9,pending,"Explicit definition, measurement method, unit, data source, and temporal coverage provided.",gpt-4.1-mini,codebook_extraction_v1,12819b4b-6c04-4b21-bc04-c42e89187253
f2236bc6-16ed-4b34-a89d-f3ef854d4f81,SINGAPORE DIGITAL ECONOMY REPORT,I&C sector nominal VA,codebook_variable,The nominal value added (VA) of the Information & Communications (I&C) sector in Singapore's digital economy.,Measured as nominal value added in Singapore dollars (S$) from official statistics published by DOS.,S$ billion,"In this report, the latest available statistics for I&C sector as published by DOS were used.",public_dataset,obtainable,2018 to 2023,Singapore,8b256e76-6291-4db8-a1ca-9e624971b467,"The sector’s nominal VA amounted to S$36.3 billion in 2023, and its share of the economy rose to 5.7% of GDP",7,0.95,pending,"Explicit definition, measurement method, unit, data source, temporal and geographic coverage provided.",gpt-4.1-mini,codebook_extraction_v1,12819b4b-6c04-4b21-bc04-c42e89187253
f2236bc6-16ed-4b34-a89d-f3ef854d4f81,SINGAPORE DIGITAL ECONOMY REPORT,Nominal VA from digitalisation in the rest of the economy,codebook_variable,The nominal value added from digitalisation activities outside the I&C sector in Singapore's economy.,Measured as nominal value added in Singapore dollars (S$) derived from Gross Operating Surplus (GOS) component of GDP.,S$ billion,"The nominal VA from digitalisation in the rest of the economy came in at S$76.9 billion in 2023, accounting for 12.0% of GDP.",public_dataset,obtainable,2018 to 2023,Singapore,d37fbaa7-553c-405e-a911-677f7f766e03,"The nominal VA from digitalisation in the rest of the economy came in at S$76.9 billion in 2023, accounting for 12.0% of GDP.",8,0.95,pending,"Explicit definition, measurement method, unit, data source, temporal and geographic coverage provided.",gpt-4.1-mini,codebook_extraction_v1,12819b4b-6c04-4b21-bc04-c42e89187253
f2236bc6-16ed-4b34-a89d-f3ef854d4f81,SINGAPORE DIGITAL ECONOMY REPORT,Share of nominal VA from digitalisation in the rest of the economy as % of GDP,codebook_variable,The share of nominal value added from digitalisation in the rest of the economy as a percentage of Singapore's GDP.,Calculated as (Nominal VA from digitalisation in rest of economy / Singapore GDP) * 100%.,Percentage (%),"The nominal VA from digitalisation in the rest of the economy came in at S$76.9 billion in 2023, accounting for 12.0% of GDP.",public_dataset,obtainable,2018 to 2023,Singapore,d37fbaa7-553c-405e-a911-677f7f766e03,"The nominal VA from digitalisation in the rest of the economy came in at S$76.9 billion in 2023, accounting for 12.0% of GDP.",8,0.95,pending,Explicitly defined share with data source and temporal coverage.,gpt-4.1-mini,codebook_extraction_v1,12819b4b-6c04-4b21-bc04-c42e89187253
f2236bc6-16ed-4b34-a89d-f3ef854d4f81,SINGAPORE DIGITAL ECONOMY REPORT,Annual real growth rate of VA from digitalisation,codebook_variable,Estimated annual real growth rate of value added from digitalisation activities in Singapore's economy.,"Estimated using a deflator derived from real GDP, nominal GDP, and compensation of employees components to approximate real Gross Operating Surplus.",Percentage (%),The annual real growth rate was estimated to be between 3% and 4% as compared to real GDP growth of 1.1% in 2023.,estimate,unclear,2023,Singapore,d37fbaa7-553c-405e-a911-677f7f766e03,The annual real growth rate was estimated to be between 3% and 4% as compared to real GDP growth of 1.1% in 2023.,8,0.85,pending,Explicit estimate with defined measurement method and temporal/geographic coverage.,gpt-4.1-mini,codebook_extraction_v1,12819b4b-6c04-4b21-bc04-c42e89187253
f2236bc6-16ed-4b34-a89d-f3ef854d4f81,SINGAPORE DIGITAL ECONOMY REPORT,Number of tech jobs in Singapore,codebook_variable,Total number of technology-related jobs in Singapore.,Count of tech jobs based on classification of tech-related occupations from MOM data.,Number of jobs,"The number of tech jobs in Singapore rose by 3.4% from 201,400 in 2022 to 208,300 in 2023.",public_dataset,obtainable,2022 to 2023,Singapore,b1edb338-7ff9-40af-88dc-fe0de9e78e09,"The number of tech jobs in Singapore rose by 3.4% from 201,400 in 2022 to 208,300 in 2023.",17,0.95,pending,"Explicit count with data source, temporal and geographic coverage.",gpt-4.1-mini,codebook_extraction_v1,12819b4b-6c04-4b21-bc04-c42e89187253
f2236bc6-16ed-4b34-a89d-f3ef854d4f81,SINGAPORE DIGITAL ECONOMY REPORT,Tech jobs as % of total employment,codebook_variable,Proportion of technology-related jobs as a percentage of total employment in Singapore.,Calculated as (Number of tech jobs / Total employment) * 100%.,Percentage (%),"Tech jobs accounted for 5.2% of total employment in 2023, similar to that in 2022.",public_dataset,obtainable,2022 to 2023,Singapore,b1edb338-7ff9-40af-88dc-fe0de9e78e09,"Tech jobs accounted for 5.2% of total employment in 2023, similar to that in 2022.",17,0.95,pending,"Explicit share with data source, temporal and geographic coverage.",gpt-4.1-mini,codebook_extraction_v1,12819b4b-6c04-4b21-bc04-c42e89187253
f2236bc6-16ed-4b34-a89d-f3ef854d4f81,SINGAPORE DIGITAL ECONOMY REPORT,Median monthly wages for resident tech workers,codebook_variable,Median gross monthly wages (excluding employer CPF contributions and bonuses) of full-time resident tech workers in Singapore.,Median monthly wages derived from Occupational Wage Survey by MOM.,Singapore dollars (S$),"Median monthly wages for resident tech workers grew at a CAGR of 4.0% between 2018 and 2023, with median wage at S$7,000 in 2023.",public_dataset,obtainable,2018 to 2023,Singapore,b1edb338-7ff9-40af-88dc-fe0de9e78e09,"Median monthly wages for resident tech workers ... remained much higher at S$7,000 compared to the median monthly wages for overall resident workers of S$4,550 in 2023.",17,0.95,pending,"Explicit definition, measurement method, unit, data source, temporal and geographic coverage provided.",gpt-4.1-mini,codebook_extraction_v1,12819b4b-6c04-4b21-bc04-c42e89187253
f2236bc6-16ed-4b34-a89d-f3ef854d4f81,SINGAPORE DIGITAL ECONOMY REPORT,Digital adoption rate among enterprises,codebook_variable,"Percentage of firms adopting at least one out of six digital areas: Cybersecurity, Cloud, E-payment, E-commerce, Data Analytics, and AI.",Calculated as percentage of firms adopting at least one digital area from survey or administrative data.,Percentage (%),Digital adoption rate among all enterprises rose by 0.5 percentage point to reach 94.6% in 2023.,report_table,unclear,2018 to 2023,Singapore,8a3dddf7-f312-4b2e-8be7-e2107a290195,Digital adoption rate among all enterprises ... reached 94.6% in 2023.,9,0.9,pending,"Explicit definition, measurement method, unit, temporal and geographic coverage provided.",gpt-4.1-mini,codebook_extraction_v1,12819b4b-6c04-4b21-bc04-c42e89187253
f2236bc6-16ed-4b34-a89d-f3ef854d4f81,SINGAPORE DIGITAL ECONOMY REPORT,Digital adoption intensity among enterprises,codebook_variable,"Average number of digital areas adopted per firm, out of six digital areas examined.",Calculated as average count of digital areas adopted per firm from survey or administrative data.,Count (max = 6),"Digital adoption intensity reached 2.0 in 2023, up from 1.9 in 2022.",report_table,unclear,2018 to 2023,Singapore,8a3dddf7-f312-4b2e-8be7-e2107a290195,"Digital adoption intensity ... reaching 2.0 last year, up from 1.9 in 2022.",9,0.9,pending,"Explicit definition, measurement method, unit, temporal and geographic coverage provided.",gpt-4.1-mini,codebook_extraction_v1,12819b4b-6c04-4b21-bc04-c42e89187253
f2236bc6-16ed-4b34-a89d-f3ef854d4f81,SINGAPORE DIGITAL ECONOMY REPORT,Share of SMEs adopting at least one digital solution for general business functions,codebook_variable,"Percentage of SMEs that adopted at least one digital solution addressing general business functions such as Accounting Management, Human Resources Management, Customer Relationship Management, Collaboration Tools.",Calculated as percentage of SMEs adopting at least one such digital solution from survey data.,Percentage (%),The share of SMEs that adopted at least one digital solution for general business functions rose from 69% in 2021 to 82% in 2023.,report_table,unclear,2021 to 2023,Singapore,9856bb25-998c-4c65-8c35-348cdf1dd93b,The share of SMEs that adopted at least one digital solution for general business functions rose steadily from 69% in 2021 to 82% in 2023.,12,0.9,pending,"Explicit definition, measurement method, unit, temporal and geographic coverage provided.",gpt-4.1-mini,codebook_extraction_v1,12819b4b-6c04-4b21-bc04-c42e89187253
f2236bc6-16ed-4b34-a89d-f3ef854d4f81,SINGAPORE DIGITAL ECONOMY REPORT,Average cost savings per firm per PSG application,codebook_variable,Average cost savings reported by SMEs adopting digital solutions under the Productivity Solutions Grant (PSG) during 2018 to 2023.,Self-declared business outcomes from PSG applicants after adopting digital solutions.,Percentage (%),SMEs that adopted digital solutions under the Productivity Solutions Grant (PSG) have reported cost savings of around 50% on average during the period of 2018 to 2023.,survey,unclear,2018 to 2023,Singapore,93b80e40-1ebd-4427-96d5-841e4bce8096,SMEs that adopted digital solutions under the Productivity Solutions Grant (PSG) have reported cost savings of around 50% on average during the period of 2018 to 2023.,4,0.85,pending,"Explicit definition, measurement method, unit, temporal and geographic coverage provided.",gpt-4.1-mini,codebook_extraction_v1,12819b4b-6c04-4b21-bc04-c42e89187253
e15752bd-898a-4d02-9c75-86623c4f797d,Accenture Life Trends 2025,Perceived organizational dehumanization,codebook_variable,"The phenomenon that employees increasingly feel they’re treated like tools, machines or resources rather than people.","Survey responses indicating the percentage of employees who say it’s important for their organization to see them as a person rather than just a 'human resource', and the percentage who believe their organization does view them as such.",percentage,"According to Gartner, 82% of employees say it’s important for their organization to see them as a person rather than just a “human resource,” but only 45% believe their organization does view them as such.",private_database,private,,,8e740a72-c345-4677-8fe8-394f67fc9cac,"According to Gartner, 82% of employees say it’s important for their organization to see them as a person rather than just a “human resource,” but only 45% believe their organization does view them as such.",59,0.9,pending,Explicit definition and measurement with data source and unit provided.,gpt-4.1-mini,codebook_extraction_v1,12819b4b-6c04-4b21-bc04-c42e89187253
e15752bd-898a-4d02-9c75-86623c4f797d,Accenture Life Trends 2025,Technostress,codebook_variable,"Pressure experienced through engaging with information systems, often due to additional burdens from IT initiatives and legacy systems.","Not explicitly detailed in the text, but implied as a psychological or stress metric related to technology use.",,Technostress is defined as the pressure experienced through engaging with information systems.,unknown,unclear,,,8e740a72-c345-4677-8fe8-394f67fc9cac,Technostress is defined as the pressure experienced through engaging with information systems.,59,0.7,needs_review,"Explicit definition provided, but measurement method and data source unclear.",gpt-4.1-mini,codebook_extraction_v1,12819b4b-6c04-4b21-bc04-c42e89187253
e15752bd-898a-4d02-9c75-86623c4f797d,Accenture Life Trends 2025,Preference for quick solutions,codebook_variable,Percentage of people who prefer quick solutions over traditional methods.,Survey question asking respondents about their preference for quick solutions.,percentage,"According to our survey, 55% of people prefer quick solutions over traditional methods.",private_database,private,2024,,99ac3348-f63b-4843-bd79-547474d732f7,"According to our survey, 55% of people prefer quick solutions over traditional methods",41,0.9,pending,Explicit survey-based metric with percentage and year provided.,gpt-4.1-mini,codebook_extraction_v1,12819b4b-6c04-4b21-bc04-c42e89187253
e15752bd-898a-4d02-9c75-86623c4f797d,Accenture Life Trends 2025,Willingness to explore riskier routes to achieve goals,codebook_variable,Percentage of people willing to explore riskier routes to achieve health and financial goals.,"Survey responses indicating willingness to explore riskier routes for physical health, mental health, and financial goals.",percentage,many are willing to explore riskier routes to achieve their health and financial goals (68% in physical health; 67% mental health; 67% financial goals).,private_database,private,2024,,99ac3348-f63b-4843-bd79-547474d732f7,many are willing to explore riskier routes to achieve their health and financial goals (68% in physical health; 67% mental health; 67% financial goals).,41,0.9,pending,Explicit survey percentages with clear measurement and data source.,gpt-4.1-mini,codebook_extraction_v1,12819b4b-6c04-4b21-bc04-c42e89187253
e15752bd-898a-4d02-9c75-86623c4f797d,Accenture Life Trends 2025,Inspiration from social media for smarter actions,codebook_variable,Percentage of survey respondents who get inspiration from social media on how to do things smarter.,"Survey question on inspiration sources, with age breakdown.",percentage,"Two-thirds of our survey respondents (63.2%) said they get inspiration from social media on how to do things smarter—for those aged 18–34, it’s closer to three-quarters (74.1%).",private_database,private,2024,,99ac3348-f63b-4843-bd79-547474d732f7,"Two-thirds of our survey respondents (63.2%) said they get inspiration from social media on how to do things smarter—for those aged 18–34, it’s closer to three-quarters (74.1%).",41,0.9,pending,Explicit survey metric with percentages and age group specified.,gpt-4.1-mini,codebook_extraction_v1,12819b4b-6c04-4b21-bc04-c42e89187253
e15752bd-898a-4d02-9c75-86623c4f797d,Accenture Life Trends 2025,Number of large employers using staff activity tracking tools,codebook_variable,Percentage of large employers using tools to track their staff’s activity.,Research data from Gartner and Forbes indicating usage rates over time.,percentage,"According to Gartner research, the number of large employers using tools to track their staff’s activity... doubled to 60% between early 2020 and 2022.",private_database,private,2020-2022,global,aa8648b1-9932-4002-bf14-cac865d67136,"According to Gartner research, the number of large employers using tools to track their staff’s activity... doubled to 60% between early 2020 and 2022",57,0.9,pending,"Explicit metric with data source, unit, and temporal coverage.",gpt-4.1-mini,codebook_extraction_v1,12819b4b-6c04-4b21-bc04-c42e89187253
e15752bd-898a-4d02-9c75-86623c4f797d,Accenture Life Trends 2025,Global employee engagement,codebook_variable,Percentage of global employees engaged at work.,Forrester research survey data.,percentage,"Forrester research indicated that between 2022 and 2023, global employee engagement fell from 41% to 37%, and culture energy from 63% to 59%. They predict further declines in 2024, with engagement at 34% and culture energy at 55%.",private_database,private,2022-2024,global,aa8648b1-9932-4002-bf14-cac865d67136,"Forrester research indicated that between 2022 and 2023, global employee engagement fell from 41% to 37%, and culture energy from 63% to 59%. They predict further declines in 2024, with engagement at 34% and culture energy at 55%",57,0.9,pending,"Explicit metric with data source, unit, and temporal coverage.",gpt-4.1-mini,codebook_extraction_v1,12819b4b-6c04-4b21-bc04-c42e89187253
e15752bd-898a-4d02-9c75-86623c4f797d,Accenture Life Trends 2025,Share of consumers wanting to know if an image is AI-generated,codebook_variable,Percentage of consumers who want to know if an image is AI-generated.,"Survey of over 7,500 people from 25 countries.",percentage,A Getty Images report revealed that 90% of consumers want to know if an image is AI-generated.,private_database,private,,25 countries,0a5a96df-af63-42b1-944c-2c7c3dda5988,"A Getty Images report revealed that people feel less favorably about brands that use AI-generated visuals. The survey of over 7,500 people from 25 countries found that 90% of consumers want to know if an image is AI-generated",12,0.9,pending,"Explicit survey metric with sample size, geographic coverage, and percentage.",gpt-4.1-mini,codebook_extraction_v1,12819b4b-6c04-4b21-bc04-c42e89187253
e15752bd-898a-4d02-9c75-86623c4f797d,Accenture Life Trends 2025,Percentage of global population thinking parents should limit children's social media time,codebook_variable,Percentage of global respondents who think parents should limit the time their children spend on social media.,YouGov global survey.,percentage,"According to YouGov, 64.7% globally think parents should limit the time their child(ren) spend(s) on social media.",private_database,private,,global,12907d7e-8a35-4733-949f-57e4444500c8,"According to YouGov, 64.7% globally think parents should limit the time their child(ren) spend(s) on social media.",30,0.9,pending,Explicit survey metric with data source and unit.,gpt-4.1-mini,codebook_extraction_v1,12819b4b-6c04-4b21-bc04-c42e89187253
45397d5c-b1da-46c7-b3cc-164c9c545262,,New Entrepreneurship Rate,codebook_variable,"The new entrepreneurship rate captures the percentage of the adult, non-business owner population that starts a business each month. It includes all new business owners regardless of business size or origin, including incorporated or unincorporated businesses, and employers or non-employers. New business owners are defined as those individuals who worked an average of 15 or more hours per week in their businesses in the preceding month.","Calculated from compiled microdata from the Current Population Survey (CPS), a monthly survey of the U.S. Bureau of the Census and Bureau of Labor Statistics.",percent (percentage of adult population starting a business each month),"compiled microdata from the Current Population Survey (CPS), a monthly survey of the U.S. Bureau of the Census and Bureau of Labor Statistics",public_dataset,obtainable,1996 to 2023,"United States, national and state-level",273edb35-ca60-4432-9cd0-dbc117c10c20,"The new entrepreneurship rate captures the percentage of the adult, non-business owner population that starts a business each month... This measure is calculated from compiled microdata from the Current Population Survey (CPS), a monthly survey of the U.S. Bureau of the Census and Bureau of Labor Statistics.",2,0.95,pending,"Explicit definition, measurement method, unit, data source, and temporal/geographic coverage provided.",gpt-4.1-mini,codebook_extraction_v1,12819b4b-6c04-4b21-bc04-c42e89187253
45397d5c-b1da-46c7-b3cc-164c9c545262,,Opportunity Share of New Entrepreneurs,codebook_variable,The opportunity share of new entrepreneurs reflects the percent of the total number of new entrepreneurs who were not unemployed and not looking for a job as they started a new business. It distinguishes between 'opportunity entrepreneurs' who start businesses out of choice or opportunity and 'necessity entrepreneurs' who start due to unemployment.,"Calculated from compiled microdata from the Current Population Survey (CPS), a monthly survey of the U.S. Bureau of the Census and Bureau of Labor Statistics.",percent (percentage of new entrepreneurs),"compiled microdata from the Current Population Survey (CPS), a monthly survey of the U.S. Bureau of the Census and Bureau of Labor Statistics",public_dataset,obtainable,1996 to 2023,"United States, national and state-level",8ac0b39b-0df9-425c-9177-0a6994d964db,The opportunity share of new entrepreneurs reflects the percent of the total number of new entrepreneurs who were not unemployed and not looking for a job as they started a new business... This measure is calculated from compiled microdata from the Current Population Survey (CPS).,3,0.95,pending,"Explicit definition, measurement method, unit, data source, and temporal/geographic coverage provided.",gpt-4.1-mini,codebook_extraction_v1,12819b4b-6c04-4b21-bc04-c42e89187253
45397d5c-b1da-46c7-b3cc-164c9c545262,,New Entrepreneurship Rate by Demographic Groups,codebook_variable,"Estimates of the new entrepreneurship rate disaggregated by demographic groups such as race, gender, and nativity.",Calculated from compiled CPS microdata using the same method as the overall new entrepreneurship rate.,percent,compiled CPS microdata,public_dataset,obtainable,1996 to 2023,United States,273edb35-ca60-4432-9cd0-dbc117c10c20,"National trends from 1996 to 2023 are reported for the two indicators as well as trends for major demographic groups (i.e. race, gender, and nativity).",2,0.9,pending,Explicitly defined demographic disaggregation of the new entrepreneurship rate with data source and coverage.,gpt-4.1-mini,codebook_extraction_v1,12819b4b-6c04-4b21-bc04-c42e89187253
45397d5c-b1da-46c7-b3cc-164c9c545262,,New Entrepreneurship Rate by State,codebook_variable,"Estimates of the new entrepreneurship rate by U.S. state, reported as three-year moving averages to increase precision.",Calculated from compiled CPS microdata using the same method as the overall new entrepreneurship rate.,percent,compiled CPS microdata,public_dataset,obtainable,1998 to 2023,"United States, state-level",b311f126-734f-4529-bd22-de6fff4b4a70,Appendix Table 6 reports new entrepreneurship rates by state from 1998 to 2023. Estimates are reported as three-year moving averages to increase precision.,11,0.9,pending,Explicit state-level estimates with temporal coverage and data source provided.,gpt-4.1-mini,codebook_extraction_v1,12819b4b-6c04-4b21-bc04-c42e89187253
45397d5c-b1da-46c7-b3cc-164c9c545262,,Opportunity Share of New Entrepreneurs by State,codebook_variable,"Estimates of the opportunity share of new entrepreneurs by U.S. state, reported as three-year moving averages to increase precision.",Calculated from compiled CPS microdata using the same method as the overall opportunity share.,percent,compiled CPS microdata,public_dataset,obtainable,1998 to 2023,"United States, state-level",b311f126-734f-4529-bd22-de6fff4b4a70,Appendix Table 7 reports opportunity shares of new entrepreneurs by state from 1998 to 2023. Estimates are reported as three-year moving averages to increase precision.,11,0.9,pending,Explicit state-level estimates with temporal coverage and data source provided.,gpt-4.1-mini,codebook_extraction_v1,12819b4b-6c04-4b21-bc04-c42e89187253
8f75b067-0c85-4336-bf57-7a9108ec68e1,,Venture capital investments by stage of investment,codebook_variable,"Venture capital investments classified by stages: seed capital (funding to start developing a product or idea), early-stage funding (allocated to businesses that have tested prototypes and prepared a business plan), and late-growth stage (meant to support business expansion).","Data corresponds to investments from VC funds, including only venture capital investments by formal fund managers, including private equity funds making private equity investments. Investments by business angels, incubators, infrastructure funds, real estate funds, distress debt funds, primary funds-of-funds or secondary funds-of-funds are excluded. Original data re-aggregated to fit the OECD classification of venture capital by stages.",Percentage of GDP,"Venture Capital Investments (market statistics), OECD Enterprise Statistics database (OECD, 2023[13]). Data from the United States in the OECD Enterprise Statistics database is produced by NVCA in cooperation with PitchBook.",public_dataset,obtainable,2007-2023,OECD countries including United States,b1e18c7e-32ed-4a90-a702-14ee06207802,"Figure 3. Evolution of venture capital investments by stage of investment, 2007-2023 Percentage of GDP Note: Data corresponds to investments from VC funds...",15,0.95,pending,"Explicit definition of VC investment stages, measurement method, unit, data source, temporal and geographic coverage provided.",gpt-4.1-mini,codebook_extraction_v1,12819b4b-6c04-4b21-bc04-c42e89187253
8f75b067-0c85-4336-bf57-7a9108ec68e1,,Venture capital investments by sector,codebook_variable,"Venture capital investments classified by sector according to the country in which the investee company is based, regardless of the location of the private equity fund.",Percentage of total VC investments by sector.,Percentage of total VC investments,"Source: InvestEurope, 2024.",private_database,not_obtainable,Average 2018-2023,Selected countries,c7ccd2a1-6c12-4950-9f3f-93aa65d4c1a6,"Figure 4. Venture capital investments by sector across selected countries, average 2018-2023 Percentage of total VC investments",17,0.85,pending,"Explicit metric with unit, data source, temporal and geographic coverage provided.",gpt-4.1-mini,codebook_extraction_v1,12819b4b-6c04-4b21-bc04-c42e89187253
8f75b067-0c85-4336-bf57-7a9108ec68e1,,Government VC investment share in funding rounds,codebook_variable,"Share of government investment in VC funding rounds, typically as minority investors contributing less than 50% of the investment round or capital of the participated company/fund.",Percentage share of investment round or capital contributed by government investors.,Percentage,"Governments are always minority investors, i.e., they do not contribute more than 50% of the investment round and/or of the capital of the participated company/fund.",report_table,obtainable,,"Nine countries analysed (Canada, Denmark, Finland, France, Germany, Israel, Sweden, United Kingdom, United States)",daddfaa6-eedf-406c-be7b-8578565752b8,"With almost no exception, governments are always minority investors, i.e., they do not contribute more than 50% of the investment round and/or of the capital of the participated company/fund.",38,0.9,pending,Explicit definition and measurement method with geographic coverage provided.,gpt-4.1-mini,codebook_extraction_v1,12819b4b-6c04-4b21-bc04-c42e89187253
8f75b067-0c85-4336-bf57-7a9108ec68e1,,Maximum government investment share in private VC funds,codebook_variable,"Maximum percentage share of government investment in private VC funds, typically 15-20% in private VC funds, with exceptions such as Germany's KfW Capital not exceeding 20% per funding round.",Percentage share of funding round or capital contributed by government VC funds.,Percentage,"In Germany, KfW Capital never participates above 20% of the funding round.",report_table,obtainable,,Germany,daddfaa6-eedf-406c-be7b-8578565752b8,"In Germany, KfW Capital, which only invests in private VC funds, never participates above 20% of the funding round...",38,0.9,pending,Explicit measurement and definition with geographic coverage provided.,gpt-4.1-mini,codebook_extraction_v1,12819b4b-6c04-4b21-bc04-c42e89187253
8f75b067-0c85-4336-bf57-7a9108ec68e1,,Seed stage investment size limit in High Tech Grunderfonds (HTGF),codebook_variable,"Maximum investment amount in the seed phase by HTGF, which can be the leading investor.",Investment amount in EUR.,EUR million,"Start-ups can receive up to EUR 2 million in the seed phase, where the HTGF can be the leading investor, and EUR 8 million overall.",report_table,obtainable,,Germany,daddfaa6-eedf-406c-be7b-8578565752b8,"In this programme, start-ups can receive up to EUR 2 million in the seed phase, where the HTGF can be the leading investor, and EUR 8 million overall.",38,0.9,pending,Explicit investment size limits with unit and geographic coverage provided.,gpt-4.1-mini,codebook_extraction_v1,12819b4b-6c04-4b21-bc04-c42e89187253
8f75b067-0c85-4336-bf57-7a9108ec68e1,,Investment approval thresholds in British Business Bank (BBB),codebook_variable,Investment approval process thresholds: investment proposals up to GBP 50 million approved by investment committees; above GBP 50 million require Industrial Development Act Board and Secretary of State approval; above GBP 75 million require additional approvals.,Investment amount thresholds in GBP.,GBP million,"BBB investment committees approve investment proposals up to the limit of GBP 50 million. Above this threshold, approval must be sought from the Industrial Development Act Board and the Secretary of State. For decisions on individual investments in excess of GBP 75 million, approval must also be sought from the Boards of the BBB and the British Business Financial Services (BBFS), with prior consent from the Secretary of State.",report_table,obtainable,,United Kingdom,b0cd1bcc-0614-4ee6-a1b2-ff09b0b4c76e,"BBB investment committees approve investment proposals coming from fund managers up to the limit of GBP 50 million. Above this threshold, approval must be sought from the Industrial Development Act Board and the Secretary of State. For decisions on individual investments in excess of GBP 75 million, approval must also be sought from the Boards of the BBB and the British Business Financial Services (BBFS), with prior consent from the Secretary of State.",39,0.9,pending,Explicit approval thresholds with units and geographic coverage provided.,gpt-4.1-mini,codebook_extraction_v1,12819b4b-6c04-4b21-bc04-c42e89187253
